d_model,seq_len,dtype,torch_fwd,torch_bwd,torch_full,fa2_fwd,fa2_bwd,fa2_full
16,16384,torch.float32,4.504586605798631,9.156377601623536,13.412914276123047,1.1411108544894628,6.3970965385437015,7.34662650181697
16,32768,torch.float32,17.82682876586914,35.03230285644531,52.782047271728516,4.249855932982071,24.94580078125,28.871605555216473
16,65536,torch.float32,69.27263641357422,133.74847412109375,202.62399291992188,16.40087954203288,94.54515075683594,110.54265594482422
32,128,torch.float32,0.11563094062746482,0.6709961693326966,1.033465667317311,0.02352445275980369,0.8507858927433307,1.1091597737552963
32,256,torch.float32,0.1185637992934439,0.5824597131993089,1.149470947600983,0.026689642183895995,0.783260863201291,0.9777189107103781
32,512,torch.float32,0.12144848859070899,0.5803366785699671,0.9532706352268777,0.03502741434852189,0.7112216224541535,1.0375542070331245
32,1024,torch.float32,0.12751373647199582,0.7948622215125296,1.100405214877611,0.04958329909968944,0.8660315632283151,0.8846145537962397
32,2048,torch.float32,0.1584567430531747,0.7042053135849485,1.0893812045454978,0.08087660250840363,0.7861415548178986,0.9847071378127389
32,4096,torch.float32,0.42387646464414375,0.9589874964315914,1.3373344814455188,0.15637900793552398,0.9883243248269364,1.1017353254628468
32,8192,torch.float32,1.367854404449463,2.744650661945343,3.9584588623046875,0.4385545631346193,2.259323135666225,2.449112778902054
32,16384,torch.float32,4.767502355575561,9.288988876342774,13.82314055306571,1.4565798838933308,7.009124551500593,8.185661315917969
32,32768,torch.float32,18.498854446411134,35.19014358520508,53.766239166259766,5.634629614212933,26.773834864298504,31.830997467041016
32,65536,torch.float32,72.25542449951172,136.8699188232422,208.75692749023438,22.10265588760376,101.70028686523438,122.19586944580078
64,128,torch.float32,0.12103860036791086,0.6519603523068458,1.045534116964714,0.02441980376062141,0.775448329848786,1.0909043703604182
64,256,torch.float32,0.12080586882202386,0.6834394301928527,1.1056563001644761,0.02894263955756764,0.7162039330450155,1.0407077460675627
64,512,torch.float32,0.12476800005438167,0.6225531187569984,0.990388978852166,0.03786276377516808,0.7923988252878189,0.9502973636476005
64,1024,torch.float32,0.13462784963386848,0.7220438955686032,1.156011959156358,0.05586526679482774,0.8033901157916761,1.0255325577592338
64,2048,torch.float32,0.1621650891405629,0.6662300541562941,1.0331310300991452,0.09329751101839874,0.7768268307814231,0.9506676352836869
64,4096,torch.float32,0.4467398249521488,1.1073515394638325,1.407149526434885,0.1962927809680801,0.980133582686269,1.2117770903489806
64,8192,torch.float32,1.4701871510707971,2.9477129488280327,4.298854993737263,0.5829878745588867,2.596561217919374,2.8927491622812607
64,16384,torch.float32,5.180863957656057,9.95813677046034,15.0338454246521,1.9315379095077514,8.167802691459656,9.732521629333496
64,32768,torch.float32,20.117144107818604,38.50294303894043,58.4681282043457,7.532411025120662,31.00310452779134,37.67652702331543
64,65536,torch.float32,79.58576202392578,151.14691162109375,230.93804931640625,29.621355056762695,119.73212432861328,148.77548217773438
